3.405	0.005026548
4.205	0.005026548
5.005	0.005026548
5.805	0.005026563
6.605	0.005030263
7.405	0.005147038
8.205	0.006223875
9.005	0.010886396
9.805	0.023019491
10.605	0.045934566
11.405	0.080469693
12.205	0.125054968
13.005	0.176852604
13.805	0.232744044
14.605	0.289976835
15.405	0.346352525
16.205	0.400410152
17.005	0.451321656
17.805	0.498607293
18.605	0.542089485
19.405	0.581792998
20.205	0.617498218
21.005	0.648862677
21.805	0.677294312
22.605	0.703045415
23.405	0.726363307
24.205	0.747482957
25.005	0.766622999
25.805	0.783983982
26.605	0.79974804
27.405	0.814079425
28.205	0.827125535
29.005	0.839018196
29.805	0.849875046
30.605	0.859006948
31.405	0.867171952
32.205	0.874710232
33.005	0.881679955
33.805	0.888133151
34.605	0.894116409
35.405	0.899671495
36.205	0.904835899
37.005	0.909643317
37.805	0.914124074
38.605	0.918305501
39.405	0.922212264
40.205	0.925725109
41.005	0.9286299
41.805	0.931372362
42.605	0.933964108
43.405	0.936415752
44.205	0.938737006
45.005	0.940936773
45.805	0.94302322
46.605	0.945003853
47.405	0.946885574
48.205	0.948674743
49.005	0.950377223
